age_bracket,Legislative,Party,Count,voted_2024,voted_2020
18-24,36,DEM,454,274,151
18-24,36,OTH,33,14,5
18-24,36,REP,576,360,159
18-24,36,UNA,568,227,87
18-24,01A,DEM,308,202,73
18-24,01A,OTH,43,17,8
18-24,01A,REP,769,431,178
18-24,01A,UNA,421,178,53
18-24,01B,DEM,419,254,100
18-24,01B,OTH,49,25,2
18-24,01B,REP,544,321,137
18-24,01B,UNA,558,226,67
18-24,01C,DEM,350,197,77
18-24,01C,OTH,52,19,6
18-24,01C,REP,648,419,129
18-24,01C,UNA,567,238,81
18-24,02A,DEM,1112,678,286
18-24,02A,OTH,87,41,15
18-24,02A,REP,1072,668,272
18-24,02A,UNA,1329,595,183
18-24,02B,DEM,691,344,161
18-24,02B,OTH,61,20,4
18-24,02B,REP,223,98,30
18-24,02B,UNA,676,214,75
18-24,03,DEM,2779,1701,747
18-24,03,OTH,141,61,18
18-24,03,REP,581,333,139
18-24,03,UNA,2050,912,328
18-24,04,DEM,2216,1412,591
18-24,04,OTH,126,48,14
18-24,04,REP,1614,1015,401
18-24,04,UNA,2341,1077,386
18-24,05,DEM,1807,1189,555
18-24,05,OTH,99,39,23
18-24,05,REP,1839,1197,492
18-24,05,UNA,2123,1009,354
18-24,06,DEM,1921,1049,452
18-24,06,OTH,182,57,17
18-24,06,REP,729,451,144
18-24,06,UNA,1704,622,201
18-24,07A,DEM,1408,907,389
18-24,07A,OTH,72,26,8
18-24,07A,REP,701,447,173
18-24,07A,UNA,1128,535,165
18-24,07B,DEM,547,319,146
18-24,07B,OTH,46,16,7
18-24,07B,REP,578,370,131
18-24,07B,UNA,682,320,106
18-24,08,DEM,2801,1726,722
18-24,08,OTH,135,47,12
18-24,08,REP,487,304,115
18-24,08,UNA,1434,620,219
18-24,09A,DEM,2280,1448,663
18-24,09A,OTH,66,24,10
18-24,09A,REP,780,472,217
18-24,09A,UNA,1790,795,318
18-24,09B,DEM,1133,735,333
18-24,09B,OTH,26,12,5
18-24,09B,REP,156,94,42
18-24,09B,UNA,684,330,120
18-24,10,DEM,3418,2165,937
18-24,10,OTH,130,43,17
18-24,10,REP,344,197,84
18-24,10,UNA,1244,596,225
18-24,11A,DEM,1119,722,312
18-24,11A,OTH,35,10,7
18-24,11A,REP,119,70,33
18-24,11A,UNA,434,206,73
18-24,11B,DEM,1907,1215,509
18-24,11B,OTH,55,29,11
18-24,11B,REP,615,351,141
18-24,11B,UNA,956,428,145
18-24,12A,DEM,2099,1377,644
18-24,12A,OTH,81,34,13
18-24,12A,REP,305,183,76
18-24,12A,UNA,1209,592,215
18-24,12B,DEM,748,427,205
18-24,12B,OTH,59,24,3
18-24,12B,REP,216,137,54
18-24,12B,UNA,514,208,62
18-24,13,DEM,3342,2187,936
18-24,13,OTH,121,51,13
18-24,13,REP,372,216,81
18-24,13,UNA,1802,872,309
18-24,14,DEM,3290,2185,1003
18-24,14,OTH,140,59,19
18-24,14,REP,561,354,168
18-24,14,UNA,1936,951,355
18-24,15,DEM,3792,2263,1106
18-24,15,OTH,99,39,16
18-24,15,REP,476,259,120
18-24,15,UNA,2299,952,398
18-24,16,DEM,3773,2260,941
18-24,16,OTH,61,28,11
18-24,16,REP,433,251,97
18-24,16,UNA,1568,622,230
18-24,17,DEM,2719,1677,793
18-24,17,OTH,84,41,16
18-24,17,REP,288,163,69
18-24,17,UNA,1488,657,236
18-24,18,DEM,3278,1985,896
18-24,18,OTH,100,41,22
18-24,18,REP,310,177,73
18-24,18,UNA,1345,628,185
18-24,19,DEM,2739,1742,818
18-24,19,OTH,107,36,11
18-24,19,REP,352,201,90
18-24,19,UNA,1503,729,245
18-24,20,DEM,2936,1864,778
18-24,20,OTH,82,28,8
18-24,20,REP,142,73,22
18-24,20,UNA,1092,509,155
18-24,21,DEM,2925,1953,717
18-24,21,OTH,111,55,13
18-24,21,REP,284,186,53
18-24,21,UNA,1422,683,231
18-24,22,DEM,2923,1728,766
18-24,22,OTH,131,43,10
18-24,22,REP,166,93,18
18-24,22,UNA,1266,513,144
18-24,23,DEM,4163,2739,1178
18-24,23,OTH,118,48,19
18-24,23,REP,220,130,51
18-24,23,UNA,1454,696,272
18-24,24,DEM,3820,2324,1046
18-24,24,OTH,163,64,16
18-24,24,REP,139,58,21
18-24,24,UNA,1297,540,164
18-24,25,DEM,3652,2163,1033
18-24,25,OTH,114,39,10
18-24,25,REP,91,36,16
18-24,25,UNA,1172,499,171
18-24,26,DEM,3174,1855,909
18-24,26,OTH,98,29,11
18-24,26,REP,123,49,19
18-24,26,UNA,1036,396,135
18-24,27A,DEM,1312,760,364
18-24,27A,OTH,37,16,3
18-24,27A,REP,127,72,30
18-24,27A,UNA,505,223,80
18-24,27B,DEM,1107,707,337
18-24,27B,OTH,33,7,6
18-24,27B,REP,329,208,80
18-24,27B,UNA,683,294,98
18-24,27C,DEM,718,459,217
18-24,27C,OTH,54,16,11
18-24,27C,REP,642,412,144
18-24,27C,UNA,746,360,131
18-24,28,DEM,4034,2508,1098
18-24,28,OTH,107,44,14
18-24,28,REP,684,421,178
18-24,28,UNA,1862,854,280
18-24,29A,DEM,469,286,146
18-24,29A,OTH,39,18,3
18-24,29A,REP,769,505,187
18-24,29A,UNA,661,324,111
18-24,29B,DEM,782,457,216
18-24,29B,OTH,49,19,9
18-24,29B,REP,303,174,69
18-24,29B,UNA,633,247,90
18-24,29C,DEM,619,385,182
18-24,29C,OTH,66,19,10
18-24,29C,REP,593,391,139
18-24,29C,UNA,739,325,127
18-24,30A,DEM,1508,968,428
18-24,30A,OTH,83,32,9
18-24,30A,REP,502,273,131
18-24,30A,UNA,992,430,191
18-24,30B,DEM,604,398,167
18-24,30B,OTH,54,19,5
18-24,30B,REP,454,277,128
18-24,30B,UNA,691,309,98
18-24,31,DEM,2019,1324,555
18-24,31,OTH,145,61,11
18-24,31,REP,1311,830,352
18-24,31,UNA,2095,935,323
18-24,32,DEM,2491,1574,710
18-24,32,OTH,136,61,24
18-24,32,REP,519,315,117
18-24,32,UNA,1673,747,247
18-24,33A,DEM,952,599,243
18-24,33A,OTH,48,19,4
18-24,33A,REP,221,122,54
18-24,33A,UNA,681,333,94
18-24,33B,DEM,827,512,217
18-24,33B,OTH,37,9,6
18-24,33B,REP,476,273,118
18-24,33B,UNA,825,387,137
18-24,33C,DEM,948,591,283
18-24,33C,OTH,42,15,8
18-24,33C,REP,413,245,115
18-24,33C,UNA,808,374,111
18-24,34A,DEM,1755,1050,472
18-24,34A,OTH,118,29,14
18-24,34A,REP,478,266,108
18-24,34A,UNA,1273,533,162
18-24,34B,DEM,696,453,217
18-24,34B,OTH,45,21,9
18-24,34B,REP,478,284,122
18-24,34B,UNA,712,330,131
18-24,35A,DEM,1075,722,324
18-24,35A,OTH,75,31,7
18-24,35A,REP,1465,929,367
18-24,35A,UNA,1496,693,252
18-24,35B,DEM,458,257,105
18-24,35B,OTH,48,18,7
18-24,35B,REP,768,481,185
18-24,35B,UNA,735,296,105
18-24,36,DEM,1152,652,285
18-24,36,OTH,115,45,11
18-24,36,REP,1296,793,300
18-24,36,UNA,1397,556,178
18-24,37A,DEM,787,356,139
18-24,37A,OTH,81,21,5
18-24,37A,REP,274,140,55
18-24,37A,UNA,595,194,65
18-24,37B,DEM,1072,629,283
18-24,37B,OTH,98,28,9
18-24,37B,REP,1138,692,279
18-24,37B,UNA,1207,490,186
18-24,38A,DEM,604,292,147
18-24,38A,OTH,44,18,9
18-24,38A,REP,520,309,121
18-24,38A,UNA,559,234,63
18-24,38B,DEM,781,475,181
18-24,38B,OTH,61,20,7
18-24,38B,REP,344,199,79
18-24,38B,UNA,650,273,92
18-24,38C,DEM,391,227,124
18-24,38C,OTH,38,13,3
18-24,38C,REP,567,323,133
18-24,38C,UNA,571,264,98
18-24,39,DEM,3116,1970,903
18-24,39,OTH,147,49,10
18-24,39,REP,290,155,62
18-24,39,UNA,1860,855,319
18-24,40,DEM,2529,1300,492
18-24,40,OTH,147,42,8
18-24,40,REP,133,46,15
18-24,40,UNA,911,321,100
18-24,41,DEM,3134,1747,797
18-24,41,OTH,116,43,8
18-24,41,REP,270,138,40
18-24,41,UNA,918,364,120
18-24,42A,DEM,724,462,227
18-24,42A,OTH,30,14,4
18-24,42A,REP,591,358,165
18-24,42A,UNA,668,287,113
18-24,42B,DEM,846,546,221
18-24,42B,OTH,27,9,6
18-24,42B,REP,231,127,62
18-24,42B,UNA,494,224,88
18-24,42C,DEM,504,332,164
18-24,42C,OTH,32,19,3
18-24,42C,REP,657,432,196
18-24,42C,UNA,587,286,101
18-24,43A,DEM,2280,1417,434
18-24,43A,OTH,77,35,5
18-24,43A,REP,73,26,5
18-24,43A,UNA,609,305,75
18-24,43B,DEM,1168,777,299
18-24,43B,OTH,27,12,10
18-24,43B,REP,129,64,34
18-24,43B,UNA,447,240,77
18-24,44A,DEM,690,405,178
18-24,44A,OTH,66,20,7
18-24,44A,REP,151,93,31
18-24,44A,UNA,462,189,60
18-24,44B,DEM,1981,1252,522
18-24,44B,OTH,106,38,16
18-24,44B,REP,218,143,53
18-24,44B,UNA,822,383,123
18-24,45,DEM,3122,1701,656
18-24,45,OTH,124,35,13
18-24,45,REP,145,61,19
18-24,45,UNA,966,370,103
18-24,46,DEM,1715,1036,404
18-24,46,OTH,95,26,8
18-24,46,REP,177,90,34
18-24,46,UNA,755,319,94
18-24,47A,DEM,1640,930,424
18-24,47A,OTH,90,25,9
18-24,47A,REP,93,42,10
18-24,47A,UNA,743,281,94
18-24,47B,DEM,689,394,156
18-24,47B,OTH,37,10,0
18-24,47B,REP,53,21,5
18-24,47B,UNA,299,123,30
18-24,36,DEM,259,133,74
18-24,36,OTH,38,13,2
18-24,36,REP,883,501,211
18-24,36,UNA,546,205,86
18-24,01A,DEM,155,91,48
18-24,01A,OTH,29,7,6
18-24,01A,REP,1074,581,226
18-24,01A,UNA,425,151,51
18-24,01B,DEM,260,120,63
18-24,01B,OTH,46,11,7
18-24,01B,REP,846,429,163
18-24,01B,UNA,551,172,56
18-24,01C,DEM,244,120,52
18-24,01C,OTH,45,14,5
18-24,01C,REP,964,537,208
18-24,01C,UNA,543,196,58
18-24,02A,DEM,673,337,154
18-24,02A,OTH,77,41,7
18-24,02A,REP,1632,896,373
18-24,02A,UNA,1341,465,169
18-24,02B,DEM,480,183,81
18-24,02B,OTH,54,15,7
18-24,02B,REP,380,166,65
18-24,02B,UNA,648,161,59
18-24,03,DEM,1900,973,458
18-24,03,OTH,164,54,20
18-24,03,REP,1098,549,201
18-24,03,UNA,2323,838,329
18-24,04,DEM,1396,765,374
18-24,04,OTH,143,54,27
18-24,04,REP,2554,1472,629
18-24,04,UNA,2635,1021,396
18-24,05,DEM,1012,585,300
18-24,05,OTH,144,68,34
18-24,05,REP,2854,1681,739
18-24,05,UNA,2149,859,370
18-24,06,DEM,1283,507,223
18-24,06,OTH,147,42,16
18-24,06,REP,1231,678,240
18-24,06,UNA,1808,536,166
18-24,07A,DEM,883,473,211
18-24,07A,OTH,84,28,13
18-24,07A,REP,1107,631,262
18-24,07A,UNA,1185,485,165
18-24,07B,DEM,331,178,93
18-24,07B,OTH,46,26,9
18-24,07B,REP,953,537,251
18-24,07B,UNA,709,310,96
18-24,08,DEM,2000,910,421
18-24,08,OTH,132,39,11
18-24,08,REP,817,435,175
18-24,08,UNA,1621,564,185
18-24,09A,DEM,1485,804,392
18-24,09A,OTH,98,41,16
18-24,09A,REP,1313,720,362
18-24,09A,UNA,2210,864,329
18-24,09B,DEM,814,457,224
18-24,09B,OTH,36,14,4
18-24,09B,REP,353,200,83
18-24,09B,UNA,865,340,145
18-24,10,DEM,2572,1318,710
18-24,10,OTH,116,28,14
18-24,10,REP,646,326,140
18-24,10,UNA,1589,619,242
18-24,11A,DEM,795,407,212
18-24,11A,OTH,29,8,4
18-24,11A,REP,201,88,43
18-24,11A,UNA,446,183,75
18-24,11B,DEM,1404,744,359
18-24,11B,OTH,51,15,8
18-24,11B,REP,984,512,211
18-24,11B,UNA,1114,411,163
18-24,12A,DEM,1582,874,412
18-24,12A,OTH,83,39,13
18-24,12A,REP,666,393,176
18-24,12A,UNA,1517,647,226
18-24,12B,DEM,523,219,114
18-24,12B,OTH,56,14,2
18-24,12B,REP,324,154,70
18-24,12B,UNA,635,189,66
18-24,13,DEM,2540,1374,642
18-24,13,OTH,139,52,19
18-24,13,REP,780,443,194
18-24,13,UNA,2318,935,369
18-24,14,DEM,2442,1298,660
18-24,14,OTH,142,54,26
18-24,14,REP,1035,561,254
18-24,14,UNA,2338,914,360
18-24,15,DEM,2639,1333,713
18-24,15,OTH,118,44,24
18-24,15,REP,1062,510,245
18-24,15,UNA,3033,1120,504
18-24,16,DEM,2761,1398,663
18-24,16,OTH,68,23,12
18-24,16,REP,876,412,181
18-24,16,UNA,2258,809,347
18-24,17,DEM,1997,1023,514
18-24,17,OTH,100,28,10
18-24,17,REP,593,278,126
18-24,17,UNA,1867,714,282
18-24,18,DEM,2419,1223,569
18-24,18,OTH,111,29,14
18-24,18,REP,679,349,139
18-24,18,UNA,1846,694,233
18-24,19,DEM,1933,1026,494
18-24,19,OTH,115,38,14
18-24,19,REP,690,372,156
18-24,19,UNA,1950,760,326
18-24,20,DEM,2278,1168,516
18-24,20,OTH,105,33,12
18-24,20,REP,358,185,76
18-24,20,UNA,1547,592,226
18-24,21,DEM,2168,1146,527
18-24,21,OTH,109,31,12
18-24,21,REP,644,330,127
18-24,21,UNA,1759,662,234
18-24,22,DEM,2350,1077,570
18-24,22,OTH,156,37,8
18-24,22,REP,373,144,53
18-24,22,UNA,1627,491,189
18-24,23,DEM,3596,1927,1023
18-24,23,OTH,126,48,15
18-24,23,REP,441,199,88
18-24,23,UNA,1903,668,290
18-24,24,DEM,3180,1455,776
18-24,24,OTH,143,35,9
18-24,24,REP,261,119,43
18-24,24,UNA,1577,521,179
18-24,25,DEM,3152,1467,815
18-24,25,OTH,139,36,16
18-24,25,REP,235,105,44
18-24,25,UNA,1429,452,179
18-24,26,DEM,2631,1199,674
18-24,26,OTH,119,37,12
18-24,26,REP,230,75,35
18-24,26,UNA,1295,421,172
18-24,27A,DEM,1215,552,312
18-24,27A,OTH,32,11,7
18-24,27A,REP,175,89,41
18-24,27A,UNA,629,196,71
18-24,27B,DEM,760,388,207
18-24,27B,OTH,38,12,2
18-24,27B,REP,529,304,118
18-24,27B,UNA,780,288,102
18-24,27C,DEM,458,266,124
18-24,27C,OTH,50,26,7
18-24,27C,REP,1001,576,242
18-24,27C,UNA,751,299,110
18-24,28,DEM,3261,1653,899
18-24,28,OTH,127,50,18
18-24,28,REP,1054,564,230
18-24,28,UNA,2244,848,319
18-24,29A,DEM,313,157,78
18-24,29A,OTH,48,19,3
18-24,29A,REP,1060,655,255
18-24,29A,UNA,649,256,82
18-24,29B,DEM,576,274,131
18-24,29B,OTH,47,13,2
18-24,29B,REP,464,240,95
18-24,29B,UNA,630,219,82
18-24,29C,DEM,423,217,98
18-24,29C,OTH,51,23,9
18-24,29C,REP,811,468,166
18-24,29C,UNA,745,275,96
18-24,30A,DEM,870,446,212
18-24,30A,OTH,85,28,13
18-24,30A,REP,815,372,168
18-24,30A,UNA,1145,423,157
18-24,30B,DEM,359,198,104
18-24,30B,OTH,46,15,6
18-24,30B,REP,786,430,177
18-24,30B,UNA,747,273,106
18-24,31,DEM,1192,647,306
18-24,31,OTH,148,55,20
18-24,31,REP,2228,1229,511
18-24,31,UNA,2231,850,328
18-24,32,DEM,1930,942,464
18-24,32,OTH,159,48,8
18-24,32,REP,877,498,190
18-24,32,UNA,1948,723,256
18-24,33A,DEM,688,367,180
18-24,33A,OTH,52,16,9
18-24,33A,REP,382,200,65
18-24,33A,UNA,813,312,103
18-24,33B,DEM,550,280,137
18-24,33B,OTH,53,13,7
18-24,33B,REP,798,407,186
18-24,33B,UNA,924,369,136
18-24,33C,DEM,597,353,144
18-24,33C,OTH,54,28,12
18-24,33C,REP,760,392,181
18-24,33C,UNA,950,368,129
18-24,34A,DEM,1345,572,286
18-24,34A,OTH,135,28,14
18-24,34A,REP,766,383,168
18-24,34A,UNA,1491,491,191
18-24,34B,DEM,419,215,93
18-24,34B,OTH,47,23,11
18-24,34B,REP,772,441,216
18-24,34B,UNA,756,313,113
18-24,35A,DEM,629,377,172
18-24,35A,OTH,106,42,22
18-24,35A,REP,2173,1296,538
18-24,35A,UNA,1568,646,265
18-24,35B,DEM,247,107,54
18-24,35B,OTH,52,16,5
18-24,35B,REP,1092,636,219
18-24,35B,UNA,738,254,77
18-24,36,DEM,723,302,144
18-24,36,OTH,93,36,15
18-24,36,REP,1765,977,369
18-24,36,UNA,1411,449,160
18-24,37A,DEM,612,182,89
18-24,37A,OTH,58,7,3
18-24,37A,REP,366,160,75
18-24,37A,UNA,575,140,42
18-24,37B,DEM,632,271,149
18-24,37B,OTH,83,29,7
18-24,37B,REP,1644,904,386
18-24,37B,UNA,1225,399,143
18-24,38A,DEM,424,147,78
18-24,38A,OTH,56,9,3
18-24,38A,REP,759,377,150
18-24,38A,UNA,548,180,55
18-24,38B,DEM,510,223,117
18-24,38B,OTH,43,9,0
18-24,38B,REP,519,278,121
18-24,38B,UNA,601,189,68
18-24,38C,DEM,243,118,61
18-24,38C,OTH,48,21,7
18-24,38C,REP,904,465,196
18-24,38C,UNA,527,188,80
18-24,39,DEM,2378,1204,580
18-24,39,OTH,148,42,20
18-24,39,REP,659,350,137
18-24,39,UNA,2266,844,324
18-24,40,DEM,1788,631,287
18-24,40,OTH,104,20,2
18-24,40,REP,203,62,18
18-24,40,UNA,924,246,72
18-24,41,DEM,2352,1019,464
18-24,41,OTH,94,25,3
18-24,41,REP,398,158,53
18-24,41,UNA,959,290,108
18-24,42A,DEM,429,256,122
18-24,42A,OTH,38,13,9
18-24,42A,REP,918,482,203
18-24,42A,UNA,737,318,120
18-24,42B,DEM,557,285,142
18-24,42B,OTH,35,10,5
18-24,42B,REP,471,241,114
18-24,42B,UNA,572,225,90
18-24,42C,DEM,284,145,78
18-24,42C,OTH,42,18,8
18-24,42C,REP,975,600,261
18-24,42C,UNA,654,266,90
18-24,43A,DEM,1512,686,290
18-24,43A,OTH,62,12,2
18-24,43A,REP,140,59,17
18-24,43A,UNA,635,244,71
18-24,43B,DEM,710,385,175
18-24,43B,OTH,31,11,7
18-24,43B,REP,261,132,74
18-24,43B,UNA,561,223,80
18-24,44A,DEM,487,217,112
18-24,44A,OTH,48,10,6
18-24,44A,REP,260,141,46
18-24,44A,UNA,578,190,62
18-24,44B,DEM,1642,816,396
18-24,44B,OTH,81,20,8
18-24,44B,REP,411,200,67
18-24,44B,UNA,914,359,132
18-24,45,DEM,2369,890,474
18-24,45,OTH,102,10,3
18-24,45,REP,217,73,24
18-24,45,UNA,1075,310,107
18-24,46,DEM,1166,531,228
18-24,46,OTH,95,20,9
18-24,46,REP,281,122,47
18-24,46,UNA,761,253,79
18-24,47A,DEM,1375,580,299
18-24,47A,OTH,82,18,3
18-24,47A,REP,219,91,19
18-24,47A,UNA,871,229,77
18-24,47B,DEM,443,182,83
18-24,47B,OTH,43,12,1
18-24,47B,REP,93,38,9
18-24,47B,UNA,364,108,37
25-34,36,DEM,605,384,388
25-34,36,OTH,43,25,17
25-34,36,REP,874,657,599
25-34,36,UNA,629,349,303
25-34,01A,DEM,436,256,238
25-34,01A,OTH,39,15,14
25-34,01A,REP,1243,851,785
25-34,01A,UNA,505,207,177
25-34,01B,DEM,716,389,376
25-34,01B,OTH,84,25,19
25-34,01B,REP,885,581,499
25-34,01B,UNA,697,306,237
25-34,01C,DEM,561,330,303
25-34,01C,OTH,58,19,23
25-34,01C,REP,1008,671,590
25-34,01C,UNA,657,265,223
25-34,02A,DEM,1471,900,869
25-34,02A,OTH,120,51,48
25-34,02A,REP,1718,1180,1007
25-34,02A,UNA,1425,679,581
25-34,02B,DEM,1288,655,572
25-34,02B,OTH,93,28,23
25-34,02B,REP,483,258,193
25-34,02B,UNA,932,330,249
25-34,03,DEM,5244,3532,3275
25-34,03,OTH,183,85,65
25-34,03,REP,1477,936,812
25-34,03,UNA,2620,1376,1159
25-34,04,DEM,2701,1818,1838
25-34,04,OTH,131,64,66
25-34,04,REP,2287,1586,1478
25-34,04,UNA,2044,1147,1047
25-34,05,DEM,2299,1550,1609
25-34,05,OTH,160,88,89
25-34,05,REP,2829,2048,1949
25-34,05,UNA,2305,1236,1168
25-34,06,DEM,3582,1916,1770
25-34,06,OTH,255,84,71
25-34,06,REP,1458,964,734
25-34,06,UNA,2152,908,677
25-34,07A,DEM,2235,1501,1410
25-34,07A,OTH,109,48,48
25-34,07A,REP,1231,868,766
25-34,07A,UNA,1257,634,604
25-34,07B,DEM,829,575,574
25-34,07B,OTH,65,33,25
25-34,07B,REP,911,661,602
25-34,07B,UNA,702,389,341
25-34,08,DEM,5554,3551,3303
25-34,08,OTH,198,77,69
25-34,08,REP,1069,696,572
25-34,08,UNA,2151,1059,882
25-34,09A,DEM,2256,1448,1602
25-34,09A,OTH,72,37,35
25-34,09A,REP,871,536,572
25-34,09A,UNA,1021,541,590
25-34,09B,DEM,1126,703,785
25-34,09B,OTH,33,19,11
25-34,09B,REP,213,127,119
25-34,09B,UNA,459,238,256
25-34,10,DEM,5593,3662,3644
25-34,10,OTH,161,75,65
25-34,10,REP,624,383,347
25-34,10,UNA,1575,783,701
25-34,11A,DEM,2041,1349,1302
25-34,11A,OTH,70,35,27
25-34,11A,REP,240,140,118
25-34,11A,UNA,574,294,260
25-34,11B,DEM,2677,1777,1764
25-34,11B,OTH,78,34,26
25-34,11B,REP,828,539,493
25-34,11B,UNA,913,450,444
25-34,12A,DEM,3734,2655,2493
25-34,12A,OTH,103,45,46
25-34,12A,REP,657,423,388
25-34,12A,UNA,1479,828,708
25-34,12B,DEM,1440,873,821
25-34,12B,OTH,68,25,21
25-34,12B,REP,429,272,228
25-34,12B,UNA,846,372,307
25-34,13,DEM,5292,3686,3565
25-34,13,OTH,172,78,67
25-34,13,REP,817,525,448
25-34,13,UNA,1968,1093,975
25-34,14,DEM,4391,2928,3120
25-34,14,OTH,137,71,76
25-34,14,REP,787,486,477
25-34,14,UNA,1586,871,907
25-34,15,DEM,4614,3013,3103
25-34,15,OTH,118,56,52
25-34,15,REP,749,437,417
25-34,15,UNA,1827,956,899
25-34,16,DEM,4846,3049,2735
25-34,16,OTH,78,32,38
25-34,16,REP,626,354,332
25-34,16,UNA,1426,771,615
25-34,17,DEM,4992,3390,2977
25-34,17,OTH,140,69,55
25-34,17,REP,595,370,283
25-34,17,UNA,1847,1023,810
25-34,18,DEM,4607,3149,2801
25-34,18,OTH,95,44,47
25-34,18,REP,505,331,267
25-34,18,UNA,1414,810,662
25-34,19,DEM,4036,2730,2693
25-34,19,OTH,116,54,54
25-34,19,REP,599,382,316
25-34,19,UNA,1424,778,699
25-34,20,DEM,5489,3779,2904
25-34,20,OTH,133,54,47
25-34,20,REP,312,190,129
25-34,20,UNA,1411,755,537
25-34,21,DEM,5422,3072,2993
25-34,21,OTH,167,67,53
25-34,21,REP,723,338,290
25-34,21,UNA,2140,881,766
25-34,22,DEM,5526,3249,3128
25-34,22,OTH,171,67,43
25-34,22,REP,338,188,145
25-34,22,UNA,1528,705,586
25-34,23,DEM,6632,4371,4497
25-34,23,OTH,159,66,74
25-34,23,REP,465,253,227
25-34,23,UNA,1735,856,802
25-34,24,DEM,7032,4089,4210
25-34,24,OTH,191,75,69
25-34,24,REP,269,127,116
25-34,24,UNA,1508,697,579
25-34,25,DEM,7587,4569,4629
25-34,25,OTH,194,74,67
25-34,25,REP,250,101,101
25-34,25,UNA,1636,715,641
25-34,26,DEM,6528,3579,3605
25-34,26,OTH,177,65,61
25-34,26,REP,286,128,105
25-34,26,UNA,1581,661,590
25-34,27A,DEM,2161,1337,1360
25-34,27A,OTH,52,15,13
25-34,27A,REP,209,121,109
25-34,27A,UNA,610,286,268
25-34,27B,DEM,1573,1035,1012
25-34,27B,OTH,72,28,25
25-34,27B,REP,502,344,302
25-34,27B,UNA,647,345,263
25-34,27C,DEM,980,630,637
25-34,27C,OTH,55,33,24
25-34,27C,REP,932,683,558
25-34,27C,UNA,672,340,302
25-34,28,DEM,5663,3711,3687
25-34,28,OTH,165,76,78
25-34,28,REP,1144,733,641
25-34,28,UNA,2113,1081,942
25-34,29A,DEM,748,459,454
25-34,29A,OTH,60,28,21
25-34,29A,REP,1088,823,716
25-34,29A,UNA,767,388,317
25-34,29B,DEM,1464,856,824
25-34,29B,OTH,79,40,37
25-34,29B,REP,618,390,317
25-34,29B,UNA,907,436,329
25-34,29C,DEM,1023,640,623
25-34,29C,OTH,65,33,33
25-34,29C,REP,959,661,552
25-34,29C,UNA,806,415,309
25-34,30A,DEM,2731,1809,1691
25-34,30A,OTH,101,43,45
25-34,30A,REP,1076,675,589
25-34,30A,UNA,1339,696,606
25-34,30B,DEM,803,525,542
25-34,30B,OTH,46,23,22
25-34,30B,REP,804,585,514
25-34,30B,UNA,646,357,325
25-34,31,DEM,3234,2225,2173
25-34,31,OTH,178,93,77
25-34,31,REP,2403,1705,1507
25-34,31,UNA,2386,1332,1129
25-34,32,DEM,4932,3240,2941
25-34,32,OTH,209,95,70
25-34,32,REP,1178,759,616
25-34,32,UNA,2553,1256,1048
25-34,33A,DEM,1630,1105,974
25-34,33A,OTH,56,33,22
25-34,33A,REP,411,267,217
25-34,33A,UNA,894,489,414
25-34,33B,DEM,1011,716,716
25-34,33B,OTH,55,27,30
25-34,33B,REP,607,411,391
25-34,33B,UNA,660,359,347
25-34,33C,DEM,1059,740,709
25-34,33C,OTH,46,20,21
25-34,33C,REP,667,456,417
25-34,33C,UNA,653,368,333
25-34,34A,DEM,2968,1848,1717
25-34,34A,OTH,172,82,76
25-34,34A,REP,1008,668,542
25-34,34A,UNA,1759,819,680
25-34,34B,DEM,1128,822,782
25-34,34B,OTH,64,29,29
25-34,34B,REP,893,669,584
25-34,34B,UNA,825,484,420
25-34,35A,DEM,1376,912,972
25-34,35A,OTH,104,60,50
25-34,35A,REP,1992,1493,1388
25-34,35A,UNA,1317,733,689
25-34,35B,DEM,728,431,381
25-34,35B,OTH,79,40,23
25-34,35B,REP,1154,830,675
25-34,35B,UNA,829,380,264
25-34,36,DEM,1725,1010,867
25-34,36,OTH,131,47,42
25-34,36,REP,1907,1368,1143
25-34,36,UNA,1653,785,590
25-34,37A,DEM,1555,730,690
25-34,37A,OTH,68,31,22
25-34,37A,REP,480,294,264
25-34,37A,UNA,748,289,260
25-34,37B,DEM,1608,917,941
25-34,37B,OTH,115,47,41
25-34,37B,REP,1752,1263,1124
25-34,37B,UNA,1248,569,520
25-34,38A,DEM,983,526,538
25-34,38A,OTH,54,24,20
25-34,38A,REP,801,560,515
25-34,38A,UNA,629,256,217
25-34,38B,DEM,1160,650,620
25-34,38B,OTH,58,16,17
25-34,38B,REP,539,349,285
25-34,38B,UNA,798,328,302
25-34,38C,DEM,669,384,403
25-34,38C,OTH,71,33,29
25-34,38C,REP,915,605,556
25-34,38C,UNA,740,349,314
25-34,39,DEM,4717,3064,3088
25-34,39,OTH,154,64,58
25-34,39,REP,620,363,313
25-34,39,UNA,1869,971,880
25-34,40,DEM,7699,4099,3459
25-34,40,OTH,292,102,74
25-34,40,REP,354,115,91
25-34,40,UNA,1856,659,502
25-34,41,DEM,5749,3177,3096
25-34,41,OTH,194,63,45
25-34,41,REP,547,258,197
25-34,41,UNA,1341,551,454
25-34,42A,DEM,782,506,575
25-34,42A,OTH,40,18,18
25-34,42A,REP,746,507,517
25-34,42A,UNA,466,246,260
25-34,42B,DEM,1489,964,981
25-34,42B,OTH,49,20,19
25-34,42B,REP,406,259,250
25-34,42B,UNA,559,290,266
